#{"t_start": 1710451531.4651084, "env_id": "CartPole-v1"}
r,l,t
17.0,17,2.782088
18.0,18,2.97581
48.0,48,3.248209
51.0,51,3.647041
30.0,30,3.846902
26.0,26,3.909643
72.0,72,4.531739
47.0,47,4.83253
33.0,33,5.064506
106.0,106,5.744689
109.0,109,6.555252
70.0,70,7.022722
202.0,202,8.390926
118.0,118,9.221377
201.0,201,10.565529
156.0,156,11.720245
99.0,99,12.502091
128.0,128,13.434397
363.0,363,16.16495
150.0,150,17.170779
160.0,160,18.285914
184.0,184,19.641638
176.0,176,21.068796
81.0,81,21.577615
500.0,500,32.276379
500.0,500,35.739532
500.0,500,39.36099
500.0,500,42.935485
500.0,500,46.404597
500.0,500,49.989279
500.0,500,53.492584
500.0,500,64.180137
500.0,500,67.736591
500.0,500,71.171979
500.0,500,74.720863
500.0,500,78.403501
500.0,500,81.79127
500.0,500,92.516241
500.0,500,96.075633
500.0,500,99.570905
500.0,500,103.196437
500.0,500,106.773496
500.0,500,110.525533
500.0,500,121.646851
500.0,500,125.04323
500.0,500,128.654227
500.0,500,132.247884
500.0,500,135.882074
500.0,500,139.546125
500.0,500,150.181145
500.0,500,153.71441
500.0,500,157.462779
500.0,500,160.917488
500.0,500,164.637408
500.0,500,168.277863
500.0,500,171.849746
