#{"t_start": 1710450938.8161333, "env_id": "CartPole-v1"}
r,l,t
19.0,19,2.779641
16.0,16,2.955733
51.0,51,3.280572
19.0,19,3.515362
20.0,20,3.571698
38.0,38,3.945911
33.0,33,4.230018
20.0,20,4.281258
54.0,54,4.708317
104.0,104,5.406741
112.0,112,6.290342
116.0,116,7.086646
116.0,116,8.02864
122.0,122,8.984521
108.0,108,9.731434
115.0,115,10.681604
108.0,108,11.481737
101.0,101,12.154284
60.0,60,12.597574
103.0,103,13.321741
112.0,112,14.217575
115.0,115,15.002142
130.0,130,15.95539
150.0,150,17.142134
208.0,208,18.884729
186.0,186,20.08861
160.0,160,21.301101
153.0,153,22.510106
139.0,139,23.589333
500.0,500,34.740642
500.0,500,38.608134
500.0,500,42.176292
500.0,500,45.898031
500.0,500,49.642118
500.0,500,53.219934
500.0,500,64.826294
500.0,500,68.736714
500.0,500,72.231246
500.0,500,76.00346
500.0,500,79.653502
500.0,500,83.474371
500.0,500,87.292858
500.0,500,98.762745
500.0,500,102.628417
500.0,500,106.387237
500.0,500,109.948697
500.0,500,113.78708
500.0,500,117.480801
500.0,500,129.306479
500.0,500,133.051715
500.0,500,136.718721
500.0,500,140.580723
500.0,500,144.195559
500.0,500,147.862822
500.0,500,159.434288
500.0,500,163.118705
500.0,500,166.81278
500.0,500,170.529093
500.0,500,174.258628
500.0,500,178.064396
