#{"t_start": 1710450938.8125381, "env_id": "CartPole-v1"}
r,l,t
44.0,44,2.986943
81.0,81,3.575128
18.0,18,3.774376
41.0,41,4.029578
30.0,30,4.269498
225.0,225,5.871561
144.0,144,7.048782
117.0,117,7.856577
137.0,137,8.966678
123.0,123,9.76839
90.0,90,10.442577
106.0,106,11.440244
104.0,104,12.12541
46.0,46,12.37378
47.0,47,12.801457
118.0,118,13.582443
102.0,102,14.484865
119.0,119,15.241882
131.0,131,16.19196
148.0,148,17.375899
214.0,214,19.139283
139.0,139,20.058914
204.0,204,21.528158
177.0,177,22.988043
189.0,189,24.310593
500.0,500,35.637468
500.0,500,39.347657
500.0,500,43.031379
500.0,500,46.664587
500.0,500,50.360172
500.0,500,54.136653
500.0,500,65.562956
500.0,500,69.443918
500.0,500,73.179839
500.0,500,76.723537
500.0,500,80.532155
500.0,500,84.201077
500.0,500,95.874528
500.0,500,99.702253
500.0,500,103.405158
500.0,500,107.096313
500.0,500,110.876837
500.0,500,114.564083
500.0,500,118.303477
500.0,500,130.041973
500.0,500,133.775709
500.0,500,137.692291
500.0,500,141.312291
500.0,500,144.916813
500.0,500,148.748917
500.0,500,160.204883
500.0,500,163.961626
500.0,500,167.543207
500.0,500,171.310669
500.0,500,175.131903
500.0,500,178.838213
