#{"t_start": 1710450938.8133583, "env_id": "CartPole-v1"}
r,l,t
20.0,20,2.783536
21.0,21,2.982771
25.0,25,3.225094
24.0,24,3.28779
19.0,19,3.539423
32.0,32,3.753464
42.0,42,4.025124
19.0,19,4.239316
15.0,15,4.289123
147.0,147,5.395263
139.0,139,6.32713
105.0,105,7.112325
26.0,26,7.332835
143.0,143,8.527858
123.0,123,9.45448
113.0,113,10.208885
117.0,117,11.194409
105.0,105,11.913635
102.0,102,12.623543
112.0,112,13.520998
111.0,111,14.25122
106.0,106,15.180615
126.0,126,15.958
174.0,174,17.369737
232.0,232,19.170262
176.0,176,20.556681
151.0,151,21.52408
171.0,171,22.956522
319.0,319,25.223196
500.0,500,36.4425
500.0,500,40.356212
500.0,500,43.94713
500.0,500,47.624898
500.0,500,51.292563
500.0,500,54.969934
500.0,500,66.539778
500.0,500,70.354789
500.0,500,73.94203
500.0,500,77.660975
500.0,500,81.518415
500.0,500,85.167192
500.0,500,96.794538
500.0,500,100.494492
500.0,500,104.342926
500.0,500,108.005009
500.0,500,111.655951
500.0,500,115.557206
500.0,500,127.379538
500.0,500,130.998793
500.0,500,134.778391
500.0,500,138.493505
500.0,500,142.190953
500.0,500,145.908156
500.0,500,149.539207
500.0,500,161.16414
500.0,500,164.906976
500.0,500,168.389437
500.0,500,172.261899
500.0,500,175.917853
500.0,500,179.748516
