#{"t_start": 1710450353.046957, "env_id": "CartPole-v1"}
r,l,t
24.0,24,2.880126
11.0,11,3.076124
27.0,27,3.141497
12.0,12,3.331737
19.0,19,3.369249
13.0,13,3.562516
12.0,12,3.592033
42.0,42,3.86212
19.0,19,4.055986
30.0,30,4.314912
33.0,33,4.587188
11.0,11,4.619522
69.0,69,5.258842
26.0,26,5.3218
29.0,29,5.536626
30.0,30,5.766264
31.0,31,6.037587
46.0,46,6.461118
103.0,103,7.185092
360.0,360,9.796707
358.0,358,12.410328
466.0,466,15.842224
271.0,271,17.793361
163.0,163,19.000311
500.0,500,22.694151
154.0,154,23.90846
157.0,157,25.0666
145.0,145,30.519313
164.0,164,31.786525
175.0,175,33.197829
500.0,500,36.78002
500.0,500,40.576795
500.0,500,44.449026
500.0,500,48.046666
500.0,500,51.776867
500.0,500,63.280219
500.0,500,66.91218
500.0,500,70.620441
500.0,500,74.356671
500.0,500,78.045221
500.0,500,82.142656
500.0,500,93.40712
500.0,500,97.19797
500.0,500,101.080143
500.0,500,104.695153
500.0,500,108.448989
500.0,500,111.929706
500.0,500,115.630206
500.0,500,127.3984
500.0,500,131.146364
500.0,500,135.077637
500.0,500,138.714901
500.0,500,142.24782
500.0,500,146.026626
500.0,500,157.159944
500.0,500,160.977257
500.0,500,164.911968
500.0,500,168.556267
500.0,500,172.285592
500.0,500,176.05937
