#{"t_start": 1710450353.0483565, "env_id": "CartPole-v1"}
r,l,t
19.0,19,2.855752
9.0,9,2.883235
24.0,24,3.109893
21.0,21,3.328989
10.0,10,3.356588
93.0,93,4.033905
19.0,19,4.271142
29.0,29,4.369974
22.0,22,4.594498
32.0,32,4.840233
46.0,46,5.259902
22.0,22,5.301202
15.0,15,5.499793
14.0,14,5.532659
46.0,46,5.971552
44.0,44,6.243597
59.0,59,6.719834
430.0,430,9.819393
364.0,364,12.580148
500.0,500,16.108268
266.0,266,18.232307
177.0,177,19.412398
329.0,329,21.812684
186.0,186,23.186989
130.0,130,24.198841
143.0,143,25.354488
167.0,167,30.964271
186.0,186,32.477675
160.0,160,33.654286
324.0,324,36.019605
471.0,471,39.61948
500.0,500,43.244779
500.0,500,47.083552
500.0,500,50.762455
500.0,500,62.145709
500.0,500,65.976193
500.0,500,69.491998
500.0,500,73.334665
500.0,500,77.084114
500.0,500,80.851399
500.0,500,84.775834
500.0,500,96.232701
500.0,500,99.927645
500.0,500,103.700355
500.0,500,107.311546
500.0,500,110.97525
500.0,500,114.672254
500.0,500,126.269321
500.0,500,130.064618
500.0,500,134.032982
500.0,500,137.627201
500.0,500,141.317725
500.0,500,144.920231
500.0,500,156.197127
500.0,500,160.01244
500.0,500,163.705924
500.0,500,167.598414
500.0,500,171.301925
500.0,500,174.906149
