#{"t_start": 1710450353.049031, "env_id": "CartPole-v1"}
r,l,t
12.0,12,2.8466
27.0,27,3.078398
12.0,12,3.108108
18.0,18,3.306909
21.0,21,3.363857
27.0,27,3.588641
19.0,19,3.792463
18.0,18,3.832017
63.0,63,4.341987
20.0,20,4.5608
34.0,34,4.831661
33.0,33,5.042845
21.0,21,5.260461
22.0,22,5.3023
27.0,27,5.530669
21.0,21,5.73332
65.0,65,6.237391
39.0,39,6.514066
55.0,55,6.9731
500.0,500,10.535315
475.0,475,13.99467
320.0,320,16.382322
230.0,230,18.050522
159.0,159,19.192221
338.0,338,21.791292
209.0,209,23.351496
152.0,152,24.423149
126.0,126,25.385579
168.0,168,30.988674
169.0,169,32.474842
187.0,187,33.873157
247.0,247,35.592839
231.0,231,37.432145
500.0,500,41.069814
500.0,500,44.915907
500.0,500,48.481639
500.0,500,52.237074
500.0,500,63.811018
500.0,500,67.369992
500.0,500,71.162328
500.0,500,74.955482
500.0,500,78.647833
500.0,500,82.591355
500.0,500,93.885465
500.0,500,97.670406
500.0,500,101.557641
500.0,500,105.176873
500.0,500,108.87148
500.0,500,112.55435
500.0,500,124.175063
500.0,500,127.857599
500.0,500,131.608951
500.0,500,135.530867
500.0,500,139.235019
500.0,500,142.70856
500.0,500,146.527828
500.0,500,157.768714
500.0,500,161.451737
500.0,500,165.392365
500.0,500,169.027344
500.0,500,172.742836
500.0,500,176.516577
