#{"t_start": 1710450353.044765, "env_id": "CartPole-v1"}
r,l,t
14.0,14,2.853649
9.0,9,2.880931
22.0,22,3.088987
10.0,10,3.116768
19.0,19,3.333815
15.0,15,3.366893
12.0,12,3.559176
20.0,20,3.597482
25.0,25,3.807686
43.0,43,4.085746
27.0,27,4.344707
19.0,19,4.561617
27.0,27,4.806611
41.0,41,5.045869
29.0,29,5.289076
23.0,23,5.479656
15.0,15,5.519712
59.0,59,6.008566
56.0,56,6.465255
139.0,139,7.421343
465.0,465,10.919389
254.0,254,12.643692
500.0,500,16.376362
224.0,224,18.023747
229.0,229,19.69452
500.0,500,23.387304
146.0,146,24.450121
127.0,127,25.404643
194.0,194,31.258432
222.0,222,32.998725
199.0,199,34.588943
178.0,178,35.804343
246.0,246,37.709764
500.0,500,41.356223
500.0,500,45.201651
500.0,500,48.926786
500.0,500,52.523531
500.0,500,64.09971
500.0,500,67.818078
500.0,500,71.488353
500.0,500,75.26205
500.0,500,78.915851
500.0,500,82.868302
500.0,500,94.333507
500.0,500,97.958082
500.0,500,101.815014
500.0,500,105.619467
500.0,500,109.164357
500.0,500,112.829477
500.0,500,124.43939
500.0,500,128.123313
500.0,500,132.085638
500.0,500,135.810646
500.0,500,139.479206
500.0,500,143.156868
500.0,500,146.773212
500.0,500,158.024708
500.0,500,161.769589
500.0,500,165.660528
500.0,500,169.439909
500.0,500,173.001669
500.0,500,176.784726
