#{"t_start": 1710455010.3689258, "env_id": "BipedalWalker-v3"}
r,l,t
-105.21748,73,2.605614
-88.987206,1600,3.782487
-99.337467,83,3.841772
-106.158475,74,3.894377
-72.637404,1600,4.966925
-115.869274,73,5.023858
-116.851513,78,5.069637
-108.936879,51,5.098979
-84.737311,1600,6.088371
-104.031904,75,6.13369
-74.388199,1600,7.25244
-102.905498,78,7.296139
-81.1838,1600,8.195764
-99.766223,79,8.242184
-101.133682,68,8.283197
-102.150067,52,8.317051
