#{"t_start": 1710451332.210459, "env_id": "CartPole-v1"}
r,l,t
24.0,24,2.880416
15.0,15,3.04847
11.0,11,3.078286
19.0,19,3.273221
61.0,61,3.738969
15.0,15,3.791007
17.0,17,3.968817
14.0,14,4.000998
24.0,24,4.241707
19.0,19,4.286663
40.0,40,4.722157
24.0,24,4.783226
32.0,32,5.043437
68.0,68,5.527978
81.0,81,6.227571
49.0,49,6.643913
137.0,137,7.593931
138.0,138,8.557897
98.0,98,9.279049
67.0,67,9.755992
154.0,154,10.939677
142.0,142,12.128947
37.0,37,12.389159
123.0,123,13.377985
130.0,130,14.335933
139.0,139,15.396081
159.0,159,16.638445
134.0,134,17.656729
151.0,151,18.885373
182.0,182,20.246733
162.0,162,21.627958
274.0,274,23.568329
500.0,500,35.185679
500.0,500,38.881281
500.0,500,42.798361
500.0,500,46.640903
500.0,500,50.326263
500.0,500,54.223161
500.0,500,58.014882
500.0,500,69.597811
500.0,500,73.458859
500.0,500,77.164802
500.0,500,80.993374
500.0,500,84.691031
500.0,500,88.307549
500.0,500,100.20404
500.0,500,103.706706
500.0,500,107.477857
500.0,500,111.295547
500.0,500,114.984585
500.0,500,118.821128
500.0,500,130.936128
500.0,500,134.560529
500.0,500,138.348387
500.0,500,141.809969
500.0,500,145.588324
500.0,500,149.314441
500.0,500,161.128112
500.0,500,164.926347
500.0,500,168.632932
500.0,500,172.293302
500.0,500,176.061253
500.0,500,179.753575
500.0,500,183.51179
