#{"t_start": 1710451332.2076566, "env_id": "CartPole-v1"}
r,l,t
22.0,22,2.880607
39.0,39,3.110173
109.0,109,3.997133
14.0,14,4.031023
22.0,22,4.257565
26.0,26,4.498371
26.0,26,4.723588
36.0,36,4.985977
74.0,74,5.496845
42.0,42,5.759037
40.0,40,6.180905
154.0,154,7.17147
125.0,125,8.078021
174.0,174,9.49709
148.0,148,10.49958
137.0,137,11.637975
114.0,114,12.443749
124.0,124,13.433595
126.0,126,14.370023
227.0,227,16.183624
170.0,170,17.425622
139.0,139,18.634776
177.0,177,19.973821
175.0,175,21.383316
212.0,212,22.909251
500.0,500,34.485055
500.0,500,38.387894
500.0,500,42.097511
500.0,500,45.957144
500.0,500,49.661285
500.0,500,53.48559
500.0,500,57.471637
500.0,500,68.912147
500.0,500,72.73289
500.0,500,76.591949
500.0,500,80.344478
500.0,500,84.060048
500.0,500,87.616988
500.0,500,99.473107
500.0,500,103.214536
500.0,500,106.788361
500.0,500,110.610849
500.0,500,114.459043
500.0,500,118.109833
500.0,500,130.290068
500.0,500,133.874094
500.0,500,137.6505
500.0,500,141.282694
500.0,500,144.895201
500.0,500,148.603231
500.0,500,160.55011
500.0,500,164.202368
500.0,500,167.935517
500.0,500,171.566566
500.0,500,175.41665
500.0,500,179.181152
500.0,500,182.831201
