#{"t_start": 1710450546.2638521, "env_id": "CartPole-v1"}
r,l,t
25.0,25,2.834493
16.0,16,3.047502
10.0,10,3.075976
52.0,52,3.484763
29.0,29,3.729402
26.0,26,3.794728
15.0,15,3.988858
20.0,20,4.211876
25.0,25,4.25648
66.0,66,4.712116
114.0,114,5.596304
23.0,23,5.787901
37.0,37,6.035529
14.0,14,6.069869
13.0,13,6.257963
65.0,65,6.73807
62.0,62,7.165327
130.0,130,8.181405
309.0,309,10.415913
184.0,184,11.735019
464.0,464,15.351129
209.0,209,16.810418
280.0,280,18.977174
221.0,221,20.555863
393.0,393,23.500813
500.0,500,34.68473
500.0,500,38.347263
500.0,500,42.164173
500.0,500,46.046213
500.0,500,49.548576
500.0,500,53.44852
500.0,500,64.41464
500.0,500,68.233583
500.0,500,72.110624
500.0,500,75.753314
500.0,500,79.540846
500.0,500,83.306762
500.0,500,87.035909
500.0,500,98.310384
500.0,500,101.971629
500.0,500,105.71713
500.0,500,109.617969
500.0,500,113.468296
500.0,500,117.331418
500.0,500,128.818412
500.0,500,132.37072
500.0,500,136.238751
500.0,500,139.959133
500.0,500,143.724488
500.0,500,147.651903
500.0,500,158.8724
500.0,500,162.5516
500.0,500,166.284761
500.0,500,169.944719
500.0,500,173.782263
500.0,500,177.350823
