#{"t_start": 1710450742.5101511, "env_id": "CartPole-v1"}
r,l,t
14.0,14,2.82926
16.0,16,2.890113
14.0,14,3.116147
29.0,29,3.345853
19.0,19,3.420703
58.0,58,3.900715
80.0,80,4.614884
19.0,19,4.674327
54.0,54,5.119538
66.0,66,5.610952
201.0,201,7.092236
14.0,14,7.286687
172.0,172,8.529518
353.0,353,11.10324
345.0,345,13.68039
186.0,186,15.093689
145.0,145,16.082042
116.0,116,16.98489
97.0,97,17.739099
107.0,107,18.505769
104.0,104,19.417686
100.0,100,20.147575
129.0,129,21.042516
169.0,169,22.186406
238.0,238,23.848933
225.0,225,25.428179
500.0,500,37.165862
500.0,500,40.874179
500.0,500,44.40002
500.0,500,48.07282
500.0,500,51.816599
500.0,500,55.55712
500.0,500,66.880827
500.0,500,70.479556
500.0,500,74.243065
500.0,500,78.010084
500.0,500,81.536908
500.0,500,85.244416
500.0,500,96.538366
500.0,500,100.119946
500.0,500,103.787072
500.0,500,107.407739
500.0,500,111.229863
500.0,500,115.153859
500.0,500,126.691463
500.0,500,130.52675
500.0,500,134.360613
500.0,500,137.909273
500.0,500,141.73245
500.0,500,145.32637
500.0,500,149.123185
500.0,500,160.47616
500.0,500,164.219729
500.0,500,167.98322
500.0,500,171.910727
500.0,500,175.557766
500.0,500,179.311063
