#{"t_start": 1710451136.5246286, "env_id": "CartPole-v1"}
r,l,t
14.0,14,2.965196
95.0,95,3.723668
20.0,20,3.945608
11.0,11,3.976959
13.0,13,4.010924
9.0,9,4.179769
17.0,17,4.235056
13.0,13,4.267955
14.0,14,4.463201
24.0,24,4.666303
19.0,19,4.722042
15.0,15,4.902116
26.0,26,5.175751
47.0,47,5.472376
36.0,36,5.721897
96.0,96,6.366482
110.0,110,7.31669
123.0,123,8.10743
118.0,118,9.026681
129.0,129,9.973972
172.0,172,11.333447
218.0,218,12.830368
275.0,275,15.001905
196.0,196,16.562326
132.0,132,17.561681
111.0,111,18.470362
135.0,135,19.409099
157.0,157,20.662327
323.0,323,23.138618
500.0,500,34.432697
500.0,500,38.167787
500.0,500,41.9318
500.0,500,45.478526
500.0,500,49.156443
500.0,500,53.015376
500.0,500,56.686862
500.0,500,68.008814
500.0,500,71.552317
500.0,500,75.349534
500.0,500,79.19849
500.0,500,82.785136
500.0,500,86.607642
500.0,500,98.155778
500.0,500,101.777268
500.0,500,105.576645
500.0,500,109.221288
500.0,500,112.865022
500.0,500,116.604159
500.0,500,127.738225
500.0,500,131.45857
500.0,500,135.285967
500.0,500,138.868333
500.0,500,142.675483
500.0,500,146.193761
500.0,500,157.467382
500.0,500,161.094664
500.0,500,164.768365
500.0,500,168.540632
500.0,500,172.304322
500.0,500,175.894286
500.0,500,179.643705
