#{"t_start": 1710451136.5259862, "env_id": "CartPole-v1"}
r,l,t
21.0,21,2.990581
25.0,25,3.219098
25.0,25,3.454206
31.0,31,3.697302
25.0,25,3.776403
12.0,12,3.974374
18.0,18,4.031059
18.0,18,4.212585
15.0,15,4.264116
11.0,11,4.439898
11.0,11,4.469289
11.0,11,4.498628
25.0,25,4.719522
11.0,11,4.892632
17.0,17,4.950495
30.0,30,5.209437
73.0,73,5.741069
35.0,35,5.95868
42.0,42,6.333684
23.0,23,6.393035
110.0,110,7.328342
138.0,138,8.304428
59.0,59,8.775083
115.0,115,9.684517
169.0,169,10.892034
184.0,184,12.319234
269.0,269,14.278701
246.0,246,16.282873
147.0,147,17.324038
137.0,137,18.469125
148.0,148,19.442925
445.0,445,22.892574
182.0,182,24.28771
500.0,500,35.599822
500.0,500,39.320008
500.0,500,43.106555
500.0,500,46.661441
500.0,500,50.391975
500.0,500,54.184423
500.0,500,65.4392
500.0,500,69.148269
500.0,500,72.779193
500.0,500,76.556123
500.0,500,80.373514
500.0,500,83.969681
500.0,500,87.762568
500.0,500,99.355126
500.0,500,102.97449
500.0,500,106.8277
500.0,500,110.369306
500.0,500,114.066366
500.0,500,117.768187
500.0,500,128.88812
500.0,500,132.682543
500.0,500,136.446183
500.0,500,140.111518
500.0,500,143.786417
500.0,500,147.34884
500.0,500,158.603149
500.0,500,162.280498
500.0,500,165.944077
500.0,500,169.703163
500.0,500,173.515952
500.0,500,177.08405
