#{"t_start": 1710450152.9060256, "env_id": "CartPole-v1"}
r,l,t
24.0,24,2.78502
11.0,11,3.001868
38.0,38,3.263487
11.0,11,3.275726
20.0,20,3.507733
84.0,84,4.058763
34.0,34,4.296638
69.0,69,4.939183
88.0,88,5.466639
68.0,68,5.941679
50.0,50,6.395995
124.0,124,7.348477
96.0,96,8.10985
147.0,147,9.200474
281.0,281,11.327951
342.0,342,13.975854
185.0,185,15.486014
87.0,87,16.072071
109.0,109,17.123395
190.0,190,18.588282
279.0,279,20.711844
315.0,315,23.013403
500.0,500,34.828602
500.0,500,38.771052
500.0,500,42.397561
500.0,500,46.171218
500.0,500,49.995741
500.0,500,53.94896
500.0,500,57.706904
500.0,500,68.901148
500.0,500,72.846244
500.0,500,76.755856
500.0,500,80.493702
500.0,500,84.364546
500.0,500,88.121793
500.0,500,99.766075
500.0,500,103.671821
500.0,500,107.301518
500.0,500,111.179544
500.0,500,114.978395
500.0,500,118.734264
500.0,500,130.582742
500.0,500,134.320262
500.0,500,138.312027
500.0,500,142.137028
500.0,500,146.001975
500.0,500,149.903511
500.0,500,161.654735
500.0,500,165.316279
500.0,500,169.08559
500.0,500,172.888328
500.0,500,176.699636
500.0,500,180.492142
500.0,500,184.194892
