#{"t_start": 1710450152.9011083, "env_id": "CartPole-v1"}
r,l,t
32.0,32,2.815751
32.0,32,3.072126
75.0,75,3.779931
18.0,18,3.816824
22.0,22,4.041456
20.0,20,4.240733
28.0,28,4.460824
17.0,17,4.513275
41.0,41,4.77658
166.0,166,6.124002
103.0,103,6.852145
87.0,87,7.562583
150.0,150,8.630106
193.0,193,10.16025
153.0,153,11.323749
237.0,237,13.014342
223.0,223,14.771331
122.0,122,15.760316
122.0,122,16.885581
110.0,110,17.708759
201.0,201,19.282073
165.0,165,20.494036
500.0,500,24.461949
500.0,500,36.046554
500.0,500,39.995639
500.0,500,43.624926
500.0,500,47.455869
500.0,500,51.509558
500.0,500,55.205873
500.0,500,66.441557
500.0,500,70.357011
500.0,500,74.094484
500.0,500,78.011913
500.0,500,81.801745
500.0,500,85.57837
500.0,500,89.542543
500.0,500,101.03369
500.0,500,104.854182
500.0,500,108.695501
500.0,500,112.410456
500.0,500,116.22605
500.0,500,119.977648
500.0,500,131.849344
500.0,500,135.812759
500.0,500,139.508633
500.0,500,143.433418
500.0,500,147.44488
500.0,500,151.134916
500.0,500,162.852149
500.0,500,166.518365
500.0,500,170.419862
500.0,500,174.224419
500.0,500,177.929486
500.0,500,181.730519
