#{"t_start": 1710450152.9025936, "env_id": "CartPole-v1"}
r,l,t
22.0,22,2.786151
14.0,14,3.006425
66.0,66,3.508659
57.0,57,3.817675
14.0,14,4.024196
17.0,17,4.06918
33.0,33,4.317706
32.0,32,4.54147
20.0,20,4.7476
33.0,33,4.995749
152.0,152,6.155999
95.0,95,6.865084
116.0,116,7.629699
163.0,163,9.127515
143.0,143,10.132813
142.0,142,11.102289
199.0,199,12.724591
177.0,177,13.98841
138.0,138,15.219839
82.0,82,15.754383
67.0,67,16.33488
349.0,349,19.080848
319.0,319,21.466978
312.0,312,24.001431
500.0,500,35.611187
500.0,500,39.530677
500.0,500,43.300154
500.0,500,46.954213
500.0,500,51.034425
500.0,500,54.895679
500.0,500,65.958221
500.0,500,69.887386
500.0,500,73.579726
500.0,500,77.530825
500.0,500,81.479717
500.0,500,85.111826
500.0,500,89.094751
500.0,500,100.70528
500.0,500,104.392864
500.0,500,108.202908
500.0,500,111.957463
500.0,500,115.739746
500.0,500,119.675054
500.0,500,131.34536
500.0,500,135.291925
500.0,500,139.198715
500.0,500,142.958539
500.0,500,146.930745
500.0,500,150.658922
500.0,500,162.395645
500.0,500,166.215991
500.0,500,169.930151
500.0,500,173.777396
500.0,500,177.640743
500.0,500,181.279702
